time,segment,weight,position,altitude,speed,pitch,flightPathAngle
1054,cruise,21414.1782369,24707.9560908,2443.88788401,123.66694831,0,0
1055,cruise,21414.1779269,24831.6230391,2443.88788401,123.66694831,0,0
1056,cruise,21414.177617,24955.2899874,2443.88788401,123.66694831,0,0
1057,cruise,21414.177307,25078.9569357,2443.88788401,123.66694831,0,0
1058,cruise,21414.1769971,25202.623884,2443.88788401,123.66694831,0,0
1059,cruise,21414.1766871,25326.2908323,2443.88788401,123.66694831,0,0
1060,cruise,21414.1763772,25449.9577807,2443.88788401,123.66694831,0,0
1061,cruise,21414.1760672,25573.624729,2443.88788401,123.66694831,0,0
1062,cruise,21414.1757573,25697.2916773,2443.88788401,123.66694831,0,0
1063,cruise,21414.1754473,25820.9586256,2443.88788401,123.66694831,0,0
1064,cruise,21414.1751374,25944.6255739,2443.88788401,123.66694831,0,0
1065,cruise,21414.1748274,26068.2925222,2443.88788401,123.66694831,0,0
1066,cruise,21414.1745175,26191.9594705,2443.88788401,123.66694831,0,0
1067,cruise,21414.1742075,26315.6264188,2443.88788401,123.66694831,0,0
1068,cruise,21414.1738976,26439.2933671,2443.88788401,123.66694831,0,0
1069,cruise,21414.1735876,26562.9603154,2443.88788401,123.66694831,0,0
1070,cruise,21414.1732777,26686.6272638,2443.88788401,123.66694831,0,0
1071,cruise,21414.1729677,26810.2942121,2443.88788401,123.66694831,0,0
1072,cruise,21414.1726578,26933.9611604,2443.88788401,123.66694831,0,0
1073,cruise,21414.1723478,27057.6281087,2443.88788401,123.66694831,0,0
1074,cruise,21414.1720379,27181.295057,2443.88788401,123.66694831,0,0
1075,cruise,21414.1717279,27304.9620053,2443.88788401,123.66694831,0,0
1076,cruise,21414.171418,27428.6289536,2443.88788401,123.66694831,0,0
1077,cruise,21414.171108,27552.2959019,2443.88788401,123.66694831,0,0
1078,cruise,21414.1707981,27675.9628502,2443.88788401,123.66694831,0,0
1079,cruise,21414.1704881,27799.6297986,2443.88788401,123.66694831,0,0
1080,cruise,21414.1701782,27923.2967469,2443.88788401,123.66694831,0,0
1081,cruise,21414.1698682,28046.9636952,2443.88788401,123.66694831,0,0
1082,cruise,21414.1695583,28170.6306435,2443.88788401,123.66694831,0,0
1083,cruise,21414.1692483,28294.2975918,2443.88788401,123.66694831,0,0
1084,cruise,21414.1689384,28417.9645401,2443.88788401,123.66694831,0,0
1085,cruise,21414.1686284,28541.6314884,2443.88788401,123.66694831,0,0
1086,cruise,21414.1683185,28665.2984367,2443.88788401,123.66694831,0,0
1087,cruise,21414.1680085,28788.965385,2443.88788401,123.66694831,0,0
1088,cruise,21414.1676985,28912.6323333,2443.88788401,123.66694831,0,0
1089,cruise,21414.1673886,29036.2992817,2443.88788401,123.66694831,0,0
1090,cruise,21414.1670786,29159.96623,2443.88788401,123.66694831,0,0
1091,cruise,21414.1667687,29283.6331783,2443.88788401,123.66694831,0,0
1092,cruise,21414.1664587,29407.3001266,2443.88788401,123.66694831,0,0
1093,cruise,21414.1661488,29530.9670749,2443.88788401,123.66694831,0,0
1094,cruise,21414.1658388,29654.6340232,2443.88788401,123.66694831,0,0
1095,cruise,21414.1655289,29778.3009715,2443.88788401,123.66694831,0,0
1096,cruise,21414.1652189,29901.9679198,2443.88788401,123.66694831,0,0
1097,cruise,21414.164909,30025.6348681,2443.88788401,123.66694831,0,0
1098,cruise,21414.164599,30149.3018164,2443.88788401,123.66694831,0,0
1099,cruise,21414.1642891,30272.9687648,2443.88788401,123.66694831,0,0
1100,cruise,21414.1639791,30396.6357131,2443.88788401,123.66694831,0,0
1101,cruise,21414.1636692,30520.3026614,2443.88788401,123.66694831,0,0
1102,cruise,21414.1633592,30643.9696097,2443.88788401,123.66694831,0,0
1103,cruise,21414.1630493,30767.636558,2443.88788401,123.66694831,0,0
1104,cruise,21414.1627393,30891.3035063,2443.88788401,123.66694831,0,0
1105,cruise,21414.1624294,31014.9704546,2443.88788401,123.66694831,0,0
1106,cruise,21414.1621194,31138.6374029,2443.88788401,123.66694831,0,0
1107,cruise,21414.1618095,31262.3043512,2443.88788401,123.66694831,0,0
1108,cruise,21414.1614995,31385.9712996,2443.88788401,123.66694831,0,0
1109,cruise,21414.1611896,31509.6382479,2443.88788401,123.66694831,0,0
1110,cruise,21414.1608796,31633.3051962,2443.88788401,123.66694831,0,0
1111,cruise,21414.1605697,31756.9721445,2443.88788401,123.66694831,0,0
1112,cruise,21414.1602597,31880.6390928,2443.88788401,123.66694831,0,0
1113,cruise,21414.1599498,32004.3060411,2443.88788401,123.66694831,0,0
1114,cruise,21414.1596398,32127.9729894,2443.88788401,123.66694831,0,0
1115,cruise,21414.1593299,32251.6399377,2443.88788401,123.66694831,0,0
1116,cruise,21414.1590199,32375.306886,2443.88788401,123.66694831,0,0
1117,cruise,21414.15871,32498.9738343,2443.88788401,123.66694831,0,0
1118,cruise,21414.1584,32622.6407827,2443.88788401,123.66694831,0,0
1119,cruise,21414.1580901,32746.307731,2443.88788401,123.66694831,0,0
1120,cruise,21414.1577801,32869.9746793,2443.88788401,123.66694831,0,0
1121,cruise,21414.1574702,32993.6416276,2443.88788401,123.66694831,0,0
1122,cruise,21414.1571602,33117.3085759,2443.88788401,123.66694831,0,0
1123,cruise,21414.1568503,33240.9755242,2443.88788401,123.66694831,0,0
1124,cruise,21414.1565403,33364.6424725,2443.88788401,123.66694831,0,0
1125,cruise,21414.1562304,33488.3094208,2443.88788401,123.66694831,0,0
1126,cruise,21414.1559204,33611.9763691,2443.88788401,123.66694831,0,0
1127,cruise,21414.1556105,33735.6433175,2443.88788401,123.66694831,0,0
1128,cruise,21414.1553005,33859.3102658,2443.88788401,123.66694831,0,0
1129,cruise,21414.1549905,33982.9772141,2443.88788401,123.66694831,0,0
1130,cruise,21414.1546806,34106.6441624,2443.88788401,123.66694831,0,0
1131,cruise,21414.1543706,34230.3111107,2443.88788401,123.66694831,0,0
1132,cruise,21414.1540607,34353.978059,2443.88788401,123.66694831,0,0
1133,cruise,21414.1537507,34477.6450073,2443.88788401,123.66694831,0,0
1134,cruise,21414.1534408,34601.3119556,2443.88788401,123.66694831,0,0
1135,cruise,21414.1531308,34724.9789039,2443.88788401,123.66694831,0,0
1136,cruise,21414.1528209,34848.6458522,2443.88788401,123.66694831,0,0
1137,cruise,21414.1525109,34972.3128006,2443.88788401,123.66694831,0,0
1138,cruise,21414.152201,35095.9797489,2443.88788401,123.66694831,0,0
1139,cruise,21414.151891,35219.6466972,2443.88788401,123.66694831,0,0
1140,cruise,21414.1515811,35343.3136455,2443.88788401,123.66694831,0,0
1141,cruise,21414.1512711,35466.9805938,2443.88788401,123.66694831,0,0
1142,cruise,21414.1509612,35590.6475421,2443.88788401,123.66694831,0,0
1143,cruise,21414.1506512,35714.3144904,2443.88788401,123.66694831,0,0
1144,cruise,21414.1503413,35837.9814387,2443.88788401,123.66694831,0,0
1145,cruise,21414.1500313,35961.648387,2443.88788401,123.66694831,0,0
1146,cruise,21414.1497214,36085.3153354,2443.88788401,123.66694831,0,0
1147,cruise,21414.1494114,36208.9822837,2443.88788401,123.66694831,0,0
1148,cruise,21414.1491015,36332.649232,2443.88788401,123.66694831,0,0
1149,cruise,21414.1487915,36456.3161803,2443.88788401,123.66694831,0,0
1150,cruise,21414.1484816,36579.9831286,2443.88788401,123.66694831,0,0
1151,cruise,21414.1481716,36703.6500769,2443.88788401,123.66694831,0,0
1152,cruise,21414.1478617,36827.3170252,2443.88788401,123.66694831,0,0
1153,cruise,21414.1475517,36950.9839735,2443.88788401,123.66694831,0,0
1154,cruise,21414.1472418,37074.6509218,2443.88788401,123.66694831,0,0
1155,cruise,21414.1469318,37198.3178701,2443.88788401,123.66694831,0,0
1156,cruise,21414.1466219,37321.9848185,2443.88788401,123.66694831,0,0
1157,cruise,21414.1463119,37445.6517668,2443.88788401,123.66694831,0,0
1158,cruise,21414.146002,37569.3187151,2443.88788401,123.66694831,0,0
1159,cruise,21414.145692,37692.9856634,2443.88788401,123.66694831,0,0
1160,cruise,21414.1453821,37816.6526117,2443.88788401,123.66694831,0,0
1161,cruise,21414.1450721,37940.31956,2443.88788401,123.66694831,0,0
1162,cruise,21414.1447622,38063.9865083,2443.88788401,123.66694831,0,0
1163,cruise,21414.1444522,38187.6534566,2443.88788401,123.66694831,0,0
1164,cruise,21414.1441423,38311.3204049,2443.88788401,123.66694831,0,0
1165,cruise,21414.1438323,38434.9873533,2443.88788401,123.66694831,0,0
1166,cruise,21414.1435224,38558.6543016,2443.88788401,123.66694831,0,0
1167,cruise,21414.1432124,38682.3212499,2443.88788401,123.66694831,0,0
1168,cruise,21414.1429024,38805.9881982,2443.88788401,123.66694831,0,0
1169,cruise,21414.1425925,38929.6551465,2443.88788401,123.66694831,0,0
1170,cruise,21414.1422825,39053.3220948,2443.88788401,123.66694831,0,0
1171,cruise,21414.1419726,39176.9890431,2443.88788401,123.66694831,0,0
1172,cruise,21414.1416626,39300.6559914,2443.88788401,123.66694831,0,0
1173,cruise,21414.1413527,39424.3229397,2443.88788401,123.66694831,0,0
1174,cruise,21414.1410427,39547.989888,2443.88788401,123.66694831,0,0
1175,cruise,21414.1407328,39671.6568364,2443.88788401,123.66694831,0,0
1176,cruise,21414.1404228,39795.3237847,2443.88788401,123.66694831,0,0
1177,cruise,21414.1401129,39918.990733,2443.88788401,123.66694831,0,0
1178,cruise,21414.1398029,40042.6576813,2443.88788401,123.66694831,0,0
1179,cruise,21414.139493,40166.3246296,2443.88788401,123.66694831,0,0
1180,cruise,21414.139183,40289.9915779,2443.88788401,123.66694831,0,0
1181,cruise,21414.1388731,40413.6585262,2443.88788401,123.66694831,0,0
1182,cruise,21414.1385631,40537.3254745,2443.88788401,123.66694831,0,0
1183,cruise,21414.1382532,40660.9924228,2443.88788401,123.66694831,0,0
1184,cruise,21414.1379432,40784.6593712,2443.88788401,123.66694831,0,0
1185,cruise,21414.1376333,40908.3263195,2443.88788401,123.66694831,0,0
1186,cruise,21414.1373233,41031.9932678,2443.88788401,123.66694831,0,0
1187,cruise,21414.1370134,41155.6602161,2443.88788401,123.66694831,0,0
1188,cruise,21414.1367034,41279.3271644,2443.88788401,123.66694831,0,0
1189,cruise,21414.1363935,41402.9941127,2443.88788401,123.66694831,0,0
1190,cruise,21414.1360835,41526.661061,2443.88788401,123.66694831,0,0
1191,cruise,21414.1357736,41650.3280093,2443.88788401,123.66694831,0,0
1192,cruise,21414.1354636,41773.9949576,2443.88788401,123.66694831,0,0
1193,cruise,21414.1351537,41897.6619059,2443.88788401,123.66694831,0,0
1194,cruise,21414.1348437,42021.3288543,2443.88788401,123.66694831,0,0
1195,cruise,21414.1345338,42144.9958026,2443.88788401,123.66694831,0,0
1196,cruise,21414.1342238,42268.6627509,2443.88788401,123.66694831,0,0
1197,cruise,21414.1339139,42392.3296992,2443.88788401,123.66694831,0,0
1198,cruise,21414.1336039,42515.9966475,2443.88788401,123.66694831,0,0
1199,cruise,21414.133294,42639.6635958,2443.88788401,123.66694831,0,0
1200,cruise,21414.132984,42763.3305441,2443.88788401,123.66694831,0,0
1201,cruise,21414.1326741,42886.9974924,2443.88788401,123.66694831,0,0
1202,cruise,21414.1323641,43010.6644407,2443.88788401,123.66694831,0,0
1203,cruise,21414.1320542,43134.3313891,2443.88788401,123.66694831,0,0
1204,cruise,21414.1317442,43257.9983374,2443.88788401,123.66694831,0,0
1205,cruise,21414.1314343,43381.6652857,2443.88788401,123.66694831,0,0
1206,cruise,21414.1311243,43505.332234,2443.88788401,123.66694831,0,0
1207,cruise,21414.1308144,43628.9991823,2443.88788401,123.66694831,0,0
1208,cruise,21414.1305044,43752.6661306,2443.88788401,123.66694831,0,0
1209,cruise,21414.1301944,43876.3330789,2443.88788401,123.66694831,0,0
1210,cruise,21414.1298845,44000.0000272,2443.88788401,123.66694831,0,0
1211,cruise,21414.1295745,44123.6669755,2443.88788401,123.66694831,0,0
1212,cruise,21414.1292646,44247.3339238,2443.88788401,123.66694831,0,0
1213,cruise,21414.1289546,44371.0008722,2443.88788401,123.66694831,0,0
1214,cruise,21414.1286447,44494.6678205,2443.88788401,123.66694831,0,0
1215,cruise,21414.1283347,44618.3347688,2443.88788401,123.66694831,0,0
1216,cruise,21414.1280248,44742.0017171,2443.88788401,123.66694831,0,0
1217,cruise,21414.1277148,44865.6686654,2443.88788401,123.66694831,0,0
1218,cruise,21414.1274049,44989.3356137,2443.88788401,123.66694831,0,0
1219,cruise,21414.1270949,45113.002562,2443.88788401,123.66694831,0,0
1220,cruise,21414.126785,45236.6695103,2443.88788401,123.66694831,0,0
1221,cruise,21414.126475,45360.3364586,2443.88788401,123.66694831,0,0
1222,cruise,21414.1261651,45484.003407,2443.88788401,123.66694831,0,0
1223,cruise,21414.1258551,45607.6703553,2443.88788401,123.66694831,0,0
1224,cruise,21414.1255452,45731.3373036,2443.88788401,123.66694831,0,0
1225,cruise,21414.1252352,45855.0042519,2443.88788401,123.66694831,0,0
1226,cruise,21414.1249253,45978.6712002,2443.88788401,123.66694831,0,0
1227,cruise,21414.1246153,46102.3381485,2443.88788401,123.66694831,0,0
1228,cruise,21414.1243054,46226.0050968,2443.88788401,123.66694831,0,0
1229,cruise,21414.1239954,46349.6720451,2443.88788401,123.66694831,0,0
1230,cruise,21414.1236855,46473.3389934,2443.88788401,123.66694831,0,0
1231,cruise,21414.1233755,46597.0059417,2443.88788401,123.66694831,0,0
1232,cruise,21414.1230656,46720.6728901,2443.88788401,123.66694831,0,0
1233,cruise,21414.1227556,46844.3398384,2443.88788401,123.66694831,0,0
1234,cruise,21414.1224457,46968.0067867,2443.88788401,123.66694831,0,0
1235,cruise,21414.1221357,47091.673735,2443.88788401,123.66694831,0,0
1236,cruise,21414.1218258,47215.3406833,2443.88788401,123.66694831,0,0
1237,cruise,21414.1215158,47339.0076316,2443.88788401,123.66694831,0,0
1238,cruise,21414.1212059,47462.6745799,2443.88788401,123.66694831,0,0
1239,cruise,21414.1208959,47586.3415282,2443.88788401,123.66694831,0,0
1240,cruise,21414.120586,47710.0084765,2443.88788401,123.66694831,0,0
1241,cruise,21414.120276,47833.6754249,2443.88788401,123.66694831,0,0
1242,cruise,21414.1199661,47957.3423732,2443.88788401,123.66694831,0,0
1243,cruise,21414.1196561,48081.0093215,2443.88788401,123.66694831,0,0
1244,cruise,21414.1193462,48204.6762698,2443.88788401,123.66694831,0,0
1245,cruise,21414.1190362,48328.3432181,2443.88788401,123.66694831,0,0
1246,cruise,21414.1187263,48452.0101664,2443.88788401,123.66694831,0,0
1247,cruise,21414.1184163,48575.6771147,2443.88788401,123.66694831,0,0
1248,cruise,21414.1181063,48699.344063,2443.88788401,123.66694831,0,0
1249,cruise,21414.1177964,48823.0110113,2443.88788401,123.66694831,0,0
1250,cruise,21414.1174864,48946.6779596,2443.88788401,123.66694831,0,0
1251,cruise,21414.1171765,49070.344908,2443.88788401,123.66694831,0,0
1252,cruise,21414.1168665,49194.0118563,2443.88788401,123.66694831,0,0
1253,cruise,21414.1165566,49317.6788046,2443.88788401,123.66694831,0,0
1254,cruise,21414.1162466,49441.3457529,2443.88788401,123.66694831,0,0
1255,cruise,21414.1159367,49565.0127012,2443.88788401,123.66694831,0,0
1256,cruise,21414.1156267,49688.6796495,2443.88788401,123.66694831,0,0
1257,cruise,21414.1153168,49812.3465978,2443.88788401,123.66694831,0,0
1258,cruise,21414.1150068,49936.0135461,2443.88788401,123.66694831,0,0
1259,cruise,21414.1146969,50059.6804944,2443.88788401,123.66694831,0,0
1260,cruise,21414.1143869,50183.3474428,2443.88788401,123.66694831,0,0
1261,cruise,21414.114077,50307.0143911,2443.88788401,123.66694831,0,0
1262,cruise,21414.113767,50430.6813394,2443.88788401,123.66694831,0,0
1263,cruise,21414.1134571,50554.3482877,2443.88788401,123.66694831,0,0
1264,cruise,21414.1131471,50678.015236,2443.88788401,123.66694831,0,0
1265,cruise,21414.1128372,50801.6821843,2443.88788401,123.66694831,0,0
1266,cruise,21414.1125272,50925.3491326,2443.88788401,123.66694831,0,0
1267,cruise,21414.1122173,51049.0160809,2443.88788401,123.66694831,0,0
1268,cruise,21414.1119073,51172.6830292,2443.88788401,123.66694831,0,0
1269,cruise,21414.1115974,51296.3499775,2443.88788401,123.66694831,0,0
1270,cruise,21414.1112874,51420.0169259,2443.88788401,123.66694831,0,0
1271,cruise,21414.1109775,51543.6838742,2443.88788401,123.66694831,0,0
1272,cruise,21414.1106675,51667.3508225,2443.88788401,123.66694831,0,0
1273,cruise,21414.1103576,51791.0177708,2443.88788401,123.66694831,0,0
1274,cruise,21414.1100476,51914.6847191,2443.88788401,123.66694831,0,0
1275,cruise,21414.1097377,52038.3516674,2443.88788401,123.66694831,0,0
1276,cruise,21414.1094277,52162.0186157,2443.88788401,123.66694831,0,0
1277,cruise,21414.1091178,52285.685564,2443.88788401,123.66694831,0,0
1278,cruise,21414.1088078,52409.3525123,2443.88788401,123.66694831,0,0
1279,cruise,21414.1084979,52533.0194607,2443.88788401,123.66694831,0,0
1280,cruise,21414.1081879,52656.686409,2443.88788401,123.66694831,0,0
1281,cruise,21414.107878,52780.3533573,2443.88788401,123.66694831,0,0
1282,cruise,21414.107568,52904.0203056,2443.88788401,123.66694831,0,0
1283,cruise,21414.1072581,53027.6872539,2443.88788401,123.66694831,0,0
1284,cruise,21414.1069481,53151.3542022,2443.88788401,123.66694831,0,0
1285,cruise,21414.1066382,53275.0211505,2443.88788401,123.66694831,0,0
1286,cruise,21414.1063282,53398.6880988,2443.88788401,123.66694831,0,0
1287,cruise,21414.1060183,53522.3550471,2443.88788401,123.66694831,0,0
1288,cruise,21414.1057083,53646.0219954,2443.88788401,123.66694831,0,0
1289,cruise,21414.1053983,53769.6889438,2443.88788401,123.66694831,0,0
1290,cruise,21414.1050884,53893.3558921,2443.88788401,123.66694831,0,0
1291,cruise,21414.1047784,54017.0228404,2443.88788401,123.66694831,0,0
1292,cruise,21414.1044685,54140.6897887,2443.88788401,123.66694831,0,0
1293,cruise,21414.1041585,54264.356737,2443.88788401,123.66694831,0,0
1294,cruise,21414.1038486,54388.0236853,2443.88788401,123.66694831,0,0
1295,cruise,21414.1035386,54511.6906336,2443.88788401,123.66694831,0,0
1296,cruise,21414.1032287,54635.3575819,2443.88788401,123.66694831,0,0
1297,cruise,21414.1029187,54759.0245302,2443.88788401,123.66694831,0,0
1298,cruise,21414.1026088,54882.6914785,2443.88788401,123.66694831,0,0
1299,cruise,21414.1022988,55006.3584269,2443.88788401,123.66694831,0,0
1300,cruise,21414.1019889,55130.0253752,2443.88788401,123.66694831,0,0
1301,cruise,21414.1016789,55253.6923235,2443.88788401,123.66694831,0,0
1302,cruise,21414.101369,55377.3592718,2443.88788401,123.66694831,0,0
1303,cruise,21414.101059,55501.0262201,2443.88788401,123.66694831,0,0
1304,cruise,21414.1007491,55624.6931684,2443.88788401,123.66694831,0,0
1305,cruise,21414.1004391,55748.3601167,2443.88788401,123.66694831,0,0
1306,cruise,21414.1001292,55872.027065,2443.88788401,123.66694831,0,0
1307,cruise,21414.0998192,55995.6940133,2443.88788401,123.66694831,0,0
1308,cruise,21414.0995093,56119.3609617,2443.88788401,123.66694831,0,0
1309,cruise,21414.0991993,56243.02791,2443.88788401,123.66694831,0,0
1310,cruise,21414.0988894,56366.6948583,2443.88788401,123.66694831,0,0
1311,cruise,21414.0985794,56490.3618066,2443.88788401,123.66694831,0,0
1312,cruise,21414.0982695,56614.0287549,2443.88788401,123.66694831,0,0
1313,cruise,21414.0979595,56737.6957032,2443.88788401,123.66694831,0,0
1314,cruise,21414.0976496,56861.3626515,2443.88788401,123.66694831,0,0
1315,cruise,21414.0973396,56985.0295998,2443.88788401,123.66694831,0,0
1316,cruise,21414.0970297,57108.6965481,2443.88788401,123.66694831,0,0
1317,cruise,21414.0967197,57232.3634964,2443.88788401,123.66694831,0,0
1318,cruise,21414.0964098,57356.0304448,2443.88788401,123.66694831,0,0
1319,cruise,21414.0960998,57479.6973931,2443.88788401,123.66694831,0,0
1320,cruise,21414.0957899,57603.3643414,2443.88788401,123.66694831,0,0
1321,cruise,21414.0954799,57727.0312897,2443.88788401,123.66694831,0,0
1322,cruise,21414.09517,57850.698238,2443.88788401,123.66694831,0,0
1323,cruise,21414.09486,57974.3651863,2443.88788401,123.66694831,0,0
1324,cruise,21414.0945501,58098.0321346,2443.88788401,123.66694831,0,0
1325,cruise,21414.0942401,58221.6990829,2443.88788401,123.66694831,0,0
1326,cruise,21414.0939302,58345.3660312,2443.88788401,123.66694831,0,0
1327,cruise,21414.0936202,58469.0329796,2443.88788401,123.66694831,0,0
1328,cruise,21414.0933102,58592.6999279,2443.88788401,123.66694831,0,0
1329,cruise,21414.0930003,58716.3668762,2443.88788401,123.66694831,0,0
1330,cruise,21414.0926903,58840.0338245,2443.88788401,123.66694831,0,0
1331,cruise,21414.0923804,58963.7007728,2443.88788401,123.66694831,0,0
1332,cruise,21414.0920704,59087.3677211,2443.88788401,123.66694831,0,0
1333,cruise,21414.0917605,59211.0346694,2443.88788401,123.66694831,0,0
1334,cruise,21414.0914505,59334.7016177,2443.88788401,123.66694831,0,0
1335,cruise,21414.0911406,59458.368566,2443.88788401,123.66694831,0,0
1336,cruise,21414.0908306,59582.0355143,2443.88788401,123.66694831,0,0
1337,cruise,21414.0905207,59705.7024627,2443.88788401,123.66694831,0,0
1338,cruise,21414.0902107,59829.369411,2443.88788401,123.66694831,0,0
1339,cruise,21414.0899008,59953.0363593,2443.88788401,123.66694831,0,0
1340,cruise,21414.0895908,60076.7033076,2443.88788401,123.66694831,0,0
1341,cruise,21414.0892809,60200.3702559,2443.88788401,123.66694831,0,0
1342,cruise,21414.0889709,60324.0372042,2443.88788401,123.66694831,0,0
1343,cruise,21414.088661,60447.7041525,2443.88788401,123.66694831,0,0
1344,cruise,21414.088351,60571.3711008,2443.88788401,123.66694831,0,0
1345,cruise,21414.0880411,60695.0380491,2443.88788401,123.66694831,0,0
1346,cruise,21414.0877311,60818.7049975,2443.88788401,123.66694831,0,0
1347,cruise,21414.0874212,60942.3719458,2443.88788401,123.66694831,0,0
1348,cruise,21414.0871112,61066.0388941,2443.88788401,123.66694831,0,0
1349,cruise,21414.0868013,61189.7058424,2443.88788401,123.66694831,0,0
1350,cruise,21414.0864913,61313.3727907,2443.88788401,123.66694831,0,0
1351,cruise,21414.0861814,61437.039739,2443.88788401,123.66694831,0,0
1352,cruise,21414.0858714,61560.7066873,2443.88788401,123.66694831,0,0
1353,cruise,21414.0855615,61684.3736356,2443.88788401,123.66694831,0,0
1354,cruise,21414.0852515,61808.0405839,2443.88788401,123.66694831,0,0
1355,cruise,21414.0849416,61931.7075322,2443.88788401,123.66694831,0,0
1356,cruise,21414.0846316,62055.3744806,2443.88788401,123.66694831,0,0
1357,cruise,21414.0843217,62179.0414289,2443.88788401,123.66694831,0,0
1358,cruise,21414.0840117,62302.7083772,2443.88788401,123.66694831,0,0
1359,cruise,21414.0837018,62426.3753255,2443.88788401,123.66694831,0,0
1360,cruise,21414.0833918,62550.0422738,2443.88788401,123.66694831,0,0
1361,cruise,21414.0830819,62673.7092221,2443.88788401,123.66694831,0,0
1362,cruise,21414.0827719,62797.3761704,2443.88788401,123.66694831,0,0
1363,cruise,21414.082462,62921.0431187,2443.88788401,123.66694831,0,0
1364,cruise,21414.082152,63044.710067,2443.88788401,123.66694831,0,0
1365,cruise,21414.0818421,63168.3770154,2443.88788401,123.66694831,0,0
1366,cruise,21414.0815321,63292.0439637,2443.88788401,123.66694831,0,0
1367,cruise,21414.0812222,63415.710912,2443.88788401,123.66694831,0,0
1368,cruise,21414.0809122,63539.3778603,2443.88788401,123.66694831,0,0
1369,cruise,21414.0806022,63663.0448086,2443.88788401,123.66694831,0,0
1370,cruise,21414.0802923,63786.7117569,2443.88788401,123.66694831,0,0
1371,cruise,21414.0799823,63910.3787052,2443.88788401,123.66694831,0,0
1372,cruise,21414.0796724,64034.0456535,2443.88788401,123.66694831,0,0
1373,cruise,21414.0793624,64157.7126018,2443.88788401,123.66694831,0,0
1374,cruise,21414.0790525,64281.3795501,2443.88788401,123.66694831,0,0
1375,cruise,21414.0787425,64405.0464985,2443.88788401,123.66694831,0,0
1376,cruise,21414.0784326,64528.7134468,2443.88788401,123.66694831,0,0
1377,cruise,21414.0781226,64652.3803951,2443.88788401,123.66694831,0,0
1378,cruise,21414.0778127,64776.0473434,2443.88788401,123.66694831,0,0
1379,cruise,21414.0775027,64899.7142917,2443.88788401,123.66694831,0,0
1380,cruise,21414.0771928,65023.38124,2443.88788401,123.66694831,0,0
1381,cruise,21414.0768828,65147.0481883,2443.88788401,123.66694831,0,0
1382,cruise,21414.0765729,65270.7151366,2443.88788401,123.66694831,0,0
1383,cruise,21414.0762629,65394.3820849,2443.88788401,123.66694831,0,0
1384,cruise,21414.075953,65518.0490333,2443.88788401,123.66694831,0,0
1385,cruise,21414.075643,65641.7159816,2443.88788401,123.66694831,0,0
1386,cruise,21414.0753331,65765.3829299,2443.88788401,123.66694831,0,0
1387,cruise,21414.0750231,65889.0498782,2443.88788401,123.66694831,0,0
1388,cruise,21414.0747132,66012.7168265,2443.88788401,123.66694831,0,0
1389,cruise,21414.0744032,66136.3837748,2443.88788401,123.66694831,0,0
1390,cruise,21414.0740933,66260.0507231,2443.88788401,123.66694831,0,0
1391,cruise,21414.0737833,66383.7176714,2443.88788401,123.66694831,0,0
1392,cruise,21414.0734734,66507.3846197,2443.88788401,123.66694831,0,0
1393,cruise,21414.0731634,66631.051568,2443.88788401,123.66694831,0,0
1394,cruise,21414.0728535,66754.7185164,2443.88788401,123.66694831,0,0
1395,cruise,21414.0725435,66878.3854647,2443.88788401,123.66694831,0,0
1396,cruise,21414.0722336,67002.052413,2443.88788401,123.66694831,0,0
1397,cruise,21414.0719236,67125.7193613,2443.88788401,123.66694831,0,0
1398,cruise,21414.0716137,67249.3863096,2443.88788401,123.66694831,0,0
1399,cruise,21414.0713037,67373.0532579,2443.88788401,123.66694831,0,0
1400,cruise,21414.0709938,67496.7202062,2443.88788401,123.66694831,0,0
1401,cruise,21414.0706838,67620.3871545,2443.88788401,123.66694831,0,0
1402,cruise,21414.0703739,67744.0541028,2443.88788401,123.66694831,0,0
1403,cruise,21414.0700639,67867.7210512,2443.88788401,123.66694831,0,0
1404,cruise,21414.069754,67991.3879995,2443.88788401,123.66694831,0,0
1405,cruise,21414.069444,68115.0549478,2443.88788401,123.66694831,0,0
1406,cruise,21414.0691341,68238.7218961,2443.88788401,123.66694831,0,0
1407,cruise,21414.0688241,68362.3888444,2443.88788401,123.66694831,0,0
1408,cruise,21414.0685141,68486.0557927,2443.88788401,123.66694831,0,0
1409,cruise,21414.0682042,68609.722741,2443.88788401,123.66694831,0,0
1410,cruise,21414.0678942,68733.3896893,2443.88788401,123.66694831,0,0
1411,cruise,21414.0675843,68857.0566376,2443.88788401,123.66694831,0,0
1412,cruise,21414.0672743,68980.7235859,2443.88788401,123.66694831,0,0
1413,cruise,21414.0669644,69104.3905343,2443.88788401,123.66694831,0,0
1414,cruise,21414.0666544,69228.0574826,2443.88788401,123.66694831,0,0
1415,cruise,21414.0663445,69351.7244309,2443.88788401,123.66694831,0,0
1416,cruise,21414.0660345,69475.3913792,2443.88788401,123.66694831,0,0
1417,cruise,21414.0657246,69599.0583275,2443.88788401,123.66694831,0,0
1418,cruise,21414.0654146,69722.7252758,2443.88788401,123.66694831,0,0
1419,cruise,21414.0651047,69846.3922241,2443.88788401,123.66694831,0,0
1420,cruise,21414.0647947,69970.0591724,2443.88788401,123.66694831,0,0
1421,cruise,21414.0644848,70093.7261207,2443.88788401,123.66694831,0,0
1422,cruise,21414.0641748,70217.3930691,2443.88788401,123.66694831,0,0
